Word (in Normal Form), Descents
cbacbacabbba,c
cbacabacababacaba,bc
bacbacbacbacacab,ab
abacabacacbba,ab
accabacabacabac,a
bcabacacabaca,bc
bbabacb,ab
abcababacababa,a
cabcabacabacba,ac
abacabacabacabacababac,ab
cabbacabacabacb,ac
cabcabcababac,c
cbaccbacab,c
ababacacabacabacabac,ab
bacbacbacaba,b
bacacabb,b
bbacabac,abc
bacbacbacacba,b
accabacabacb,a
cbbbacabaca,bc
ccbcab,bc
cabcabacacab,ac
acbacbacbacabac,a
bcacabba,b
abcabcabcabcabacabacb,ab
ccbcaba,bc
cbacbacbacacab,bc
bbcab,bc
bacbacbacacaba,b
bcbacabacb,bc
bcabcbab,b
cbacbbab,bc
acabacabacacabacab,ac
bacbacbacabacbba,b
acbacabacabacacb,a
bacbacacabacabacacb,ab
ababacabacabacab,ab
bcabcabacbbabaca,b
cbacbacabacabacabacabacb,c
bbacababa,abc
cabcabcabcababac,ac
abacabacacab,ab
abcababacb,a
cabacbbabaca,c
abcabcabbacb,a
cabcbacab,ac
acacabba,ac
ababacacaba,ab
bacacabba,b
cabcabacbacaba,ac
cabcabcbab,c
bcabacacabacabacab,bc
cabacabacabacabacab,c
acacabacab,ac
bcabacabacabacabac,bc
acbacbacbacabacba,a
cabcabcbac,c
acbbbb,a
bcbacabac,bc
acacabacba,ac
abacbacabacb,ab
bacbaccabaca,b
cabcababacba,ac
cbbaba,c
bcabcabcabacabacb,bc
baccababa,ab
bcabacabacabacbb,bc
bacabacabacabacb,b
bcabcbabacab,b
bacacabacabacacba,b
bacbacabacabacab,ab
bcabcababacabaca,b
acababacba,ac
cabbacabacab,ac
acbacababa,a
babacacabaca,ab
abcabcabcabacabbb,a
acabacbaba,ac
bcabcababacacab,b
abbacabacabacabacab,a
abcababacaba,a
bcabacabacabacabacb,bc
abacabacabab,ab
cabcabacbbba,ac
cacabacabac,ac
cabcabacabacbacabacab,ac
cbacababacbba,bc
accabacbba,a
acbacacabacab,a
abcacababac,ab
bacbacbacacbacabac,b
bcabacabacbba,bc
bcacba,b
ccacab,ac
abcaca,ab
bcabcababacab,b
acabacabacaca,ac
bcabcababacbba,b
acbacbacabacacab,ac
babacabacab,ab
bacabacabacabacabacaba,b
cbacabbabacabaca,bc
acabacacabb,ac
acacabacabacab,ac
bbacabacaba,abc
bacbacbacbacb,b
acbacbabac,a
acacabacbab,ac
babacabac,ab
bacabacacabac,b
abcabcacabacb,a
acbacababacac,a
bcabcabcabbb,b
cacabacabbbaba,ac
cbaccabacab,c
bacabacacabacabac,b
baccabb,b
acacabacabaca,ac
cacabacba,ac
bcabcabcbba,bc
cabacabacabacba,c
cacabacb,ac
cbacbacbbbaca,bc
cabcacabacab,c
cabcabcabacabacababaca,c
cbacabacabacacab,bc
abacbabaca,ab
acbacbacabacabacabacaba,ac
bcabcac,bc
abacabbba,ab
cbacbacbaccaba,c
bacbacbacbacaca,ab
cabacabacabacac,c
cbacabacabba,bc
abacabacabacacab,ab
cccab,c
ccabacabacabacabacabacab,abc
cabacabacababaca,c
cabcabcabcabacabacaba,ac
bacabacabacabacbb,b
cabcacabb,c
cabcabacababacab,ac
bcbabacabaca,bc
cbacababacab,bc
cabcabacabacabacabacabac,ac
bcababacbb,bc
cbbabac,c
bacbacabacacbacaba,ab
acababacabacaba,ac
abacbabac,ab
acabacababacabaca,ac
abacacabacabacab,ab
bcabbacbb,b
cbacabacababa,bc
acabacabacabacbb,ac
bacabacabacabacabbb,b
cbacacabb,bc
bcabbacababaca,b
accabacabba,a
ccaca,ac
ccababacab,abc
acabacabacbaba,ac
acbaccabacb,ac
bacbbabaca,b
abacacabb,ab
ccbb,bc
cbacacabacab,bc
bbacbacabacbaca,ab
cabacacabacabac,c
abcabcbb,ab
cabcabacbb,ac
bcabbacbba,b
ccacabac,ac
acababacabacabac,ac
acabacabbab,ac
cbacacababacbba,bc
cabcabcbba,c
bbbacba,b
cbacabacabacabacaba,bc
bcabacabacacab,bc
bbacacba,abc
abcabcabacbacabaca,ab
abcabbba,a
acbacbacbacbacabac,ac
bcabcababacaba,b
acbaccaca,a
abacabacacba,ab
abbacbb,a
acbacbacbacb,a
abcbbab,a
cbacacabacaba,bc
abcababacbb,a
cabacababacabb,c
cabcabacac,ac
abacabacacabacabacabacab,ab
cabcabacabacabacb,ac
cbacabacabacabacb,bc
cabcabacacabacb,ac
bcabacacb,bc
ccbcacaba,bc
cabbabacbb,c
cbaccabacabacaba,c
abcabcabcabcb,ab
acababacaba,ac
bcabcabacabacabacaba,b
cbacbacbacababa,bc
abacacabacabacaba,ab
cacbba,ac
abcabcbab,ab
abacabacabacabacac,ab
bacbacacabac,ab
cabcbaca,ac
bcabcabbacabaca,bc
abacababacb,ab
babacba,ab
cabcababacabac,ac
abcabacabacababaca,a
accabacabacabacb,a
ccabacba,abc
bacbacabab,ab
abcabcabacabacababaca,ab
acbacacabacb,a
acbacbaccbacab,a
abcabcabcabab,a
cbbbac,c
abacacbbbb,ab
bacbacababaca,ab
bcabacacaba,bc
cabbacabacabac,ac
bcabacacabacabac,bc
abbacabba,a
bacbacbacabacabac,b
cbacbabacaba,bc
abcabacabacabb,a
ccabacabacabacb,abc
abcacabacb,ab
bacbbbaca,ab
acabacbbba,ac
ccbcabacabacaba,bc
bacabacabacabacabacabaca,b
bcabcbaba,b
bacabacababacabac,b
acacabacabacaba,ac
cbacbacbacabacabac,bc
bacababacaba,b
cabacabacacaba,c
acbacababacba,a
acbaccabb,a
bbacbacab,ab
cababacbbaba,c
cbacabacacabacacab,bc
cbacbacabacba,c
cabcabcabba,c
cbbbba,c
bcabacabacabb,bc
abcbabacabacaba,a
bacabacababacabacabac,b
bcbacb,bc
cabcacabac,c
bacbabacabaca,b
abcabcabcabcabac,ab
cabbacaca,ac
bcacabb,b
abcabacabacacab,a
acbacabacabacbb,a
bacbacbacbacbacbacabac,ab
acbacbacbacbacbb,a
bcabacbac,bc
acbabacb,ac
ccbcabacabacabacab,bc
cbacbacabacabacabac,c
abcabacbbabacabacab,a
bcabcabbacb,b
abcabacababa,a
abcabcabbaca,a
acbacabacabacabaca,a
abcc,a
acabacabacabacabaca,ac
abcabacabacabacabac,a
bcabacabbab,bc
acbacbabaca,a
abacabbb,ab
ababacabacabacaba,ab
abacbabacab,ab
bcabcabcabcabacab,b
cccaba,c
abcbacba,a
cabcabcabca,c
bcabbacabac,b
acbacbab,a
bacbacbacbaccaba,b
cabcabbacabacaba,c
bcabacabacacb,bc
cabbacabbb,ac
cabacabacabacabacbba,c
baccbaca,ab
bcabacbabacb,bc
cabacabacacba,c
cabcabcabacbb,c
acbbabac,ac
bcabcabacbba,b
bbacabacacb,abc
acbacabacacabab,a
acbacacabacabaca,a
ccbca,bc
accabbb,a
acacabacabba,ac
bcabcabacabacabacab,b
bcabcabacbbaba,b
cbacbacbacaba,bc
acbacabacabacabacabaca,a
acabacabacabacabacaba,ac
cacabb,ac
cacabacabacac,ac
acbacabacacababa,a
cbaccabb,c
acbaccabacabac,ac
bcabcbacab,b
cbacbacabacabacaba,c
cabcbacabacb,ac
cabccb,c
bacacabacbba,b
bacbabacabac,b
bcabacbbab,bc
cbacababacabacab,bc
abacacabacb,ab
bcabcabacabacabaca,b
cbacbacacabacb,c
cbacbacacababa,c
abcabacabacabacbb,a
cbaccbb,c
bcabcabcabbac,b
acbacacbba,a
abcabcabcabacabacabacaba,a
cbacbacabacacabacabaca,c
ababacbbb,ab
abcabcabacabacabba,ab
cabacabacabacacab,c
cabcabbacabac,c
acbbbaca,a
acbacbbabacab,a
acbacbacbacabacb,a
cabcabbacaca,c
abacbaca,ab
abcbacabacb,a
ababacababa,ab
abcbacab,a
cbacbacbacabacbb,bc
abcabcbaba,ab
acabacabacbabaca,ac
cbaccabacabac,c
accababacb,a
abcabacababacba,a
bcabacababacba,bc
acbacbacabacabacba,ac
cabbacabacabacaba,ac
bcbacabacaba,bc
abacabacababaca,ab
abcababacba,a
acabacabacabacbab,ac
baccacba,b
acbacbacacabb,ac
cbacabacabacabacabacba,bc
abacabacabacacba,ab
cabcabcababaca,c
abcabcabcabcabacab,ab
acabcabacabaca,ac
cbacabacabacabacabaca,bc
cbbbaba,c
abcabcabacbba,ab
abbacacb,a
bcabacababacabacab,bc
bacbaccabacaba,b
cacabacabacabacab,ac
cbacabacabbb,bc
bacacabacb,b
bacbacbacabacab,b
bcabcabcabbaca,b
ccabacabacba,abc
acabacbab,ac
bacbacbacbacbacabaca,b
cabcabbacabacacab,c
baccabacabacacabaca,ab
bacbacacabacabacabacbac,ab
bbabacab,ab
cabcabcababacb,c
bcabacababacaba,bc
cbacbacbaccb,c
cabacabbba,c
bacbacabacaca,ab
baccbbaba,ab
bcababacabacabac,bc
ccabacabac,abc
bcababacabacb,bc
cabbacabacaba,ac
acbacbbabacaba,a
acabbbba,ac
bacbacabacacaba,ab
bcbabacabacabba,bc
ababacbb,ab
cbacabacabacabacabacabacaba,bc
cbacabacabacabacba,bc
bacbbabacabba,b
bcabacbbabacabacaba,bc
bbcaba,bc
acbacbaccabacba,a
accbabaca,a
abbacabacabacabac,a
cabcbbb,ac
cabcabacababa,ac
acbacabacabacaca,a
abbacbba,a
accbaba,a
bcabacabacbab,bc
cbaccacab,bc
abcabcbacba,ab
cbacabc,bc
cbacbacabacbb,c
acbacabacabacabacabac,a
abacabacabacabacababa,ab
bacbacbacbacbacbaca,ab
acabacabacabacababa,ac
acbbabaca,ac
abcabacacba,a
bcabacabacabacabab,bc
bcabbacabacab,b
bcabcaca,bc
abcabacababacabacabacba,a
cbacabacabacababacabacabac,bc
cbacacabbabaca,bc
cbacabacacbbba,bc
baccabacabacabacab,ab
cbacabbbab,bc
bcabcabbb,b
abacabacabacabacabac,ab
ccbacb,bc
abbacabacabacabaca,a
acabacabacababaca,ac
acabacacabacaba,ac
abcabcabba,a
cbacbaccacab,c
ababacababacabac,ab
bcabacabacabacabacab,bc
bcababacabac,bc
bacbacbbabacabacaba,ab
abacababacba,ab
bcbacabacabacabac,bc
cabcbabacaba,ac
abcabcbba,ab
abcabcabcabacabacab,a
acbacbacabacabacabacabacab,ac
cbacbacabacacba,c
bcabacabacabacabacabacab,bc
ccabacacb,abc
bcacbac,b
cbacbacbacbacacaba,c
ccabacabab,abc
acabacabacabacac,ac
ccabc,ac
bbacca,ab
bbacbacabacaba,ab
abcabacabacababac,a
cbacabacacabacba,bc
abcabcabcabacababac,a
bcabcacab,bc
abcabacabacabacabacab,a
abacabacbab,ab
abacabacbaba,ab
abcacabacabacaba,ab
acacabab,ac
bcabacacba,bc
cabcabbacac,c
bcbabacabacabacac,bc
acacabacabacabacab,ac
cbacbacacabacac,c
bbacbaca,ab
abbbab,ab
acbacbacbacacab,a
bacbacabacabab,ab
abcababacabac,a
abbacabacabacabacabacb,a
abcabcbaca,ab
cabcabbacaba,c
bcabbacacabacab,b
abbacabacabacb,a
babacabacabac,ab
cabbacababacabac,ac
accacabacabac,ac
acacabacabacabacaba,ac
bcabacacabab,bc
acbbbba,ac
cabcabacabacabab,ac
cabacbacab,c
acbabacabacab,ac
bacbbacb,b
bacbaccabacabaca,b
acbacabacabacacabac,a
cbacbacabacbaba,c
bcabcbabac,b
cabacababacba,c
bcabcabbacabac,bc
cabacabacabacababa,c
bcacabacabac,b
cabacabacababac,c
acabacacbbabaca,ac
cabcabacababacabacab,ac
abcabcabacbb,ab
accabacacaba,a
bcabcabcabcabcabcab,b
cabacabacacabac,c
accabacabab,a
bcabacacabacaba,bc
bcabcabbaba,b
cbaccabab,c
accacba,ac
bcabacbabacac,bc
cabbacbba,ac
acabacabacacaba,ac
cbaccbacb,c
abcabcabacababacabaca,ab
bacabacabacabacacaba,b
cabacbbb,c
bcabcabacabacabac,b
abacabacbabaca,ab
abbacabacabaca,a
bcabbacbabaca,b
bacbbba,b
acabacabacabacabac,ac
abcabcabacabab,ab
cabcabcabcabcb,c
abacabbabac,ab
cbacababacabaca,bc
acabbaba,ac
cabcabcabcabcabcab,c
acabacabacbbaba,ac
acabacabbba,ac
bacacbacab,b
ccbc,bc
abacababacabacba,ab
abcabcabcababac,a
acbacabacabacabacabacabac,a
cbacbacbacacabaca,bc
baccbacab,ab
bcabcbac,b
abbacbaba,a
bcacabacba,b
ccabacacab,abc
ccabcb,ac
cbacbacbacbacabaca,c
acbacabacbab,a
cbacbacacabac,c
cabcabacabacac,ac
acabacacabacab,ac
abcabacabacacb,a
abcacabb,ab
acbacbbbb,a
cabacabacababacab,c
cabcabcabcababa,ac
bcacababacabacab,b
bacbacbacabacabaca,b
bcacabacabaca,b
baccabab,ab
cabcabbba,ac
ccbacabaca,bc
babacababacabaca,ab
bcabcabacabacabacb,b
bacabacabacabacac,b
cbacababacabb,bc
bcabacbabac,bc
bacacabacabacabab,b
abcabacababaca,a
acacabacabacac,ac
bcabcabacabacba,b
bcabacbacabacabacabacaba,bc
abcabbacabacb,ab
ccbacabacab,bc
cbacbacbacbacbacbac,c
abbacabacabacba,a
cbabacabaca,c
bcabcabacabbbabacaba,b
acbaccabacacab,ac
cabcababacb,ac
accacabac,ac
acbacbacbaccaba,ac
acbaccabab,ac
cacbab,ac
abacabacababacb,ab
bcabacbaca,bc
bcabcabcabacbabacab,bc
cabacabbb,c
cbacacbac,bc
cabcabcabcabbaca,c
acbacbacbacbaccb,a
ccacabaca,ac
cabcabcababacab,c
abcabcaca,a
cabcabcabcabcabcb,ac
acbacabacabab,a
cabbaccabac,c
bacbacbacabacaba,b
cbacabacabbbab,bc
cabacbabacabacab,c
acbaccbacabaca,ac
bacbacbacabacacab,b
abacabacacabacab,ab
acbacabacbacaba,a
acabacabacabacacb,ac
abcabbacabacabaca,ab
abacababacabacabac,ab
acabacabacabacabab,ac
acbacabacabacbba,a
ababacababacab,ab
acabacabacacba,ac
bcabacbacba,bc
baccabacabacaba,ab
baccbacb,ab
bcabcbbb,b
cabcabcbacabacab,c
ccabcabacab,ac
abbacababa,a
cbacababacabacabac,bc
bcabcabcabab,bc
bcabacabacaca,bc
acabacbbabacb,ac
bcabcabcabcabcb,bc
abacabacbacb,ab
cbacbacbacbacbacabaca,bc
bcababacbba,bc
bacbbbaba,b
acabacababacabacaba,ac
acbabacab,ac
abacababacabacbb,ab
cabcabcabcabac,ac
cbacbbabaca,bc
bcbacabacabacab,bc
accababaca,a
cbcabaca,bc
ccabacacaba,abc
ccbcb,bc
cbbabacaba,c
cababacabacabacbb,c
bacababacbba,b
bcabcabcabcabacabac,b
cabcababacbb,ac
bcabacabacabacabaca,bc
cbacbaccabaca,bc
cabcabbacabaca,c
baccacaba,b
ccbacabba,bc
baccbacaba,ab
acabacbbab,ac
cbacbacbacabacabaca,bc
acbaccabac,ac
cabcabacabacababaca,ac
cbacacabacabacab,bc
cabbabacaba,c
ababacabba,ab
bacbaba,b
acbacbbabac,a
cabcabacabbab,ac
acabacbacabacaba,ac
cabcabcabbb,c
cbacacababacab,bc
accabacabbba,a
abacabacacabacabac,ab
abcabcabcabacabaca,a
acbaccbb,ac
cabbaccaba,c
bcabbabaca,bc
abbacabacabacacab,a
acbacbaccabacabaca,a
acbacbabacabba,a
cbaccbac,c
bcabcabbab,b
ccabacbba,abc
bbacacaba,abc
abacababacabba,ab
cabacabacacabaca,c
bacbacababa,ab
babacabacaba,ab
abcabbabac,a
cababacabacba,c
cbacbacabacabacabacab,c
abacabacabacababaca,ab
cabcacba,c
abcabcbac,ab
bacabacacbacaba,b
bcabcabacabacabacabacabb,b
cabcabacabacabacabacab,ac
abacbbab,ab
acababacabacba,ac
abcabcbacaba,ab
acacabacabacabacbb,ac
abcabcabcabaca,a
cabacacbba,c
abcababacababacab,a
bcabbacabab,b
acabacabacacb,ac
bacabacabacabacabb,b
cbacabacacabacab,bc
abacabacabacabacabacaba,ab
abbacaca,a
bacacabacabac,b
cbacbabacab,bc
bcababacba,bc
cabcabacababacba,ac
cabbbabaca,c
acbacbbaba,a
cabacbbba,c
cabacabacababacabac,c
cabcabcababacabacba,c
cabacabacaca,c
abcabcababacb,ab
acbacbacbacc,a
cbacbabac,bc
acbabacabacb,ac
bacbacbabac,ab
abcabcabcabacabacaba,a
cbaccabacbb,c
cbaccababa,c
cbacbacbacab,bc
bcacabacaba,b
cacac,ac
cabcabcabcabcabcabcaba,c
abcabcababacabacabac,ab
cabbaccb,c
bacacbaba,b
abcbacabac,a
bacababacba,b
bcabcabacabba,b
cabacbabac,c
abacabacababac,ab
acababacabacabacaba,ac
bacabacababacb,b
acabacabacababa,ac
bbacabacabaca,abc
bcabacacabacac,bc
cabacabacabacacb,c
bcabacacabac,bc
abacbac,ab
bbacabacabacabac,abc
cbacbbb,c
abcabcabbacab,a
cabacabacacab,c
ccabacac,abc
accabacabb,a
acbacabacacbba,a
cabcababacabacba,ac
bbbacabacabac,b
cabcabcabcabcabc,c
acbacbacbaccba,ac
bcabacbbaba,bc
bbabacabaca,ab
bcabacbaba,bc
cacbb,ac
abacabacabacacb,ab
bcabacabacabacba,bc
bcabacacabacb,bc
abcabcabcbac,a
bacabacabacabba,b
abbacacabacaba,a
acacabacabacacb,ac
bbacabacbb,abc
bbcb,bc
acbabacabacaba,ac
cabcabcabacacaba,c
abbabacaba,ab
cabcabacabacaca,ac
bcabacababacabba,bc
bacbabacba,b
cabacbabacab,c
cbacbacbaccabacab,c
bbacabacabacab,abc
baccacabacaba,b
abcabcabacacba,ab
cbabacabba,c
bacbacbacabacabacabaca,b
cbacbacbacabacab,bc
acacabbba,ac
acacabacabacba,ac
abcbabacabac,a
abcabcabacababaca,ab
cabcabcabcabbac,c
bbabacabacababa,ab
cabacbacb,c
abcabacabacbb,a
bacabacacabacbba,b
bacbacbacbb,b
abacacabacabac,ab
acbacbacabacaba,ac
bacabacabacacb,b
acababacabacb,ac
cacbaca,ac
cabcbca,ac
abacabacbac,ab
abcabacababacaca,a
acbaccbac,ac
cabcbbaba,ac
acabacacbacab,ac
bacbaccabacab,b
cabcbabacab,ac
abacabbab,ab
cabbacabacba,ac
abcbabacab,a
cabcabacaca,ac
cbacabacababac,bc
abcacabacba,ab
acababacabacacab,ac
abcacabacab,ab
abacabbbba,ab
baccababac,ab
cabcabacacba,ac
cbacbacbacabacacb,bc
bcabcabcabbaba,bc
bacbacabacabb,ab
cabcababacabbb,ac
bacbacbabacaba,ab
accbc,a
acabacabacabacabacabacbacabaca,ac
bacbacacabab,ab
cabcacabacabba,c
cbacbaccabac,bc
abcabacabacabab,a
bacacabacbb,b
cbaccabba,c
ababacacba,ab
abcabacbabacab,a
abcabbacabba,ab
bbcabaca,bc
cabcabcabcba,ac
cbacabbabac,bc
bacacabacacb,b
abcbbba,a
bcabcabcababacacb,bc
cabcbacb,ac
acbaccbacb,ac
acbacacabacabacabaca,a
acacabacabacabac,ac
abacbbbba,ab
cbacbacabacabacabaca,c
bacbaccbacab,b
cacbacbacabacabacabaca,ac
cabcabacabacabacabacabacabacab,ac
cabacabacbacab,c
abacababacabacaba,ab
acbacbacbacabacabac,a
ccbacaba,bc
cabcabcabcabcabacab,c
abacbacabacabacb,ab
abcabbacba,a
cabcabbaccb,ac
bacbacbaccba,ab
bcabcabcabcababac,b
baccbab,ab
acacbacb,ac
bacababacabacabacab,b
bacbacbacbacba,b
cbacbacabacb,c
bacbacbacbacbacbacabaca,ab
acbacbacbacabacaba,a
bacbacabacabacac,ab
bcababacabacaba,bc
abacababacabacb,ab
abbacabacabab,a
bcabcabcabcabcabcabc,b
acababacb,ac
bcbabacabacb,bc
acbacbacabba,ac
cbaccabacabacba,c
cacabba,ac
cabcabacacb,ac
acabacbabac,ac
acbaccbba,ac
bcabcabbba,b
abcabbacabaca,ab
baccabacabacba,ab
acbacbaccababa,a
cbacabacbaba,bc
abcabbabacaba,a
bcabcabcababa,bc
bcabacbacbb,bc
abcabcababacaba,ab
abacbbabacabacab,ab
cabbabaca,c
acbacbacabacabacabaca,ac
abcbabacaba,a
babacabacb,ab
abbbabac,ab
abacabacbbbab,ab
bcabcabcabcabac,b
accbacab,a
acbacbacabacbb,ac
ccabcaba,ac
bacababacabaca,b
cbacabacabacbba,bc
abacacababac,ab
cabcabcabacabacabacaba,c
bcabcabacbabac,b
cabcabcabbaca,ac
bcabacababacabacabacabac,bc
bbbaba,ab
bacabacacabacab,b
accabacabacabacaba,a
abacabacabacabacabb,ab
abcabbabaca,a
abacabacabbba,ab
abacabacabacabacacb,ab
abcabacbacb,a
baccacabacab,b
acbaccbbaba,ac
abacbacabac,ab
acbaccbacaba,ac
acbacbacabacbba,ac
bacbacababac,ab
abcabcabcabb,a
cabcbabacabacabacab,ac
acbacbacbacbacc,a
cabbacababacaba,ac
cbaccabcabac,bc
cbacbacabacacb,c
abacacabacabacb,ab
cbaccbacba,c
cbaccacbba,bc
bcabbaba,bc
acbca,a
abacabacababacabac,ab
cbacbbbaca,c
accabacabacabacac,a
bcabcbbabacacab,b
cabcabbacbba,c
bbabacabac,ab
acbacbacbacacb,a
bcbbabacab,bc
abbaccaba,ab
ccabacacba,abc
bacbacabacabacacababa,ab
babacababa,ab
acacabbab,ac
cabcabcabbba,c
acbacbacbaba,ac
cababacabacabacaba,c
acabacbacabac,ac
acbaccabacabacaba,ac
abacabbabaca,ab
accababac,a
acbacbaccbabac,a
cbacabacabacabacabacaba,bc
abcabcabcabcba,ab
abbacacabaca,a
acbcabac,a
bcabcabacac,b
bcabacbacab,bc
bacbacabacacabacabaca,ab
bbacabacacabacabac,abc
cabbacabacabacabacabb,ac
acacabacbba,ac
bcabcabacabab,b
acbacabacabba,a
acbacacabab,a
acbacbacbacbacac,ac
cabcabbacba,c
cbacacabacb,bc
cabcbacabac,ac
abacabbbbbab,ab
acbacabacabacabacb,a
bbabacaba,ab
cccacabac,ac
abacababacbb,ab
abacabacacabac,ab
acabacacabacb,ac
abcacabacabacab,ab
acbacbacbacacba,a
acacabacabacabaca,ac
acbacabacacba,a
cabcabcabcabba,c
cababacacb,c
cabacabacabacbba,c
abacabacbacaba,ab
bcabcabcabcabcabc,b
acbbbacacaba,a
cabacabacabba,c
abbaccabac,ab
cabacbbab,c
cabbacacab,ac
bacbaccabacabacaba,b
bacbacabacbb,ab
bcabbacbac,b
bcabacabacabacabacabac,bc
bacabacacabaca,b
baccabacba,ab
ababacabacabac,ab
cbacbaccabacabaca,bc
bcabcababacba,b
ababacaca,ab
acbaccabacababa,ac
abacabacabacacabacbac,ab
cbacbacbacbacabacac,c
abcabacbaca,a
baccbacbab,ab
ababacabacabacabacb,ab
bacbacabacacba,ab
ccbab,abc
baccabacabacacb,ab
abacacabacabaca,ab
cabacacabacab,c
abcabcabbba,ab
cabacababacabacabacbbab,c
acabacababacabacb,ac
acbacabacabacababac,a
acabacababacab,ac
acbacbacbacca,a
abbbabacabaca,ab
cbacacbaca,bc
abacabacbacabacb,ab
abcabacabacabacabacaba,a
baccabacabacb,ab
bacbacacbba,ab
acbaccbacab,ac
bacbaccabacba,b
abcabacacababacba,a
abcabcabcabcabcabcabcaba,a
cababacababac,c
cbbabacab,c
bbacabba,abc
bacbaccacb,ab
ccabacabacaba,abc
abbacabacabacbb,a
cabcabbabaca,ac
cbaccabacabacab,c
bacbacacabacaba,ab
babacabacabab,ab
bbaccab,ab
abcabcabcabcabcaba,a
abacabacbbbba,ab
abacacbacabacab,ab
bcabcabcabacabacabacab,bc
cabacacabacac,c
abcabbacabac,ab
abbacabacabb,a
bbacbba,abc
accabacabacac,a
cbacbbba,c
bcabcabcabcabacabaca,b
abacbbabac,ab
acbabacabaca,ac
bcabcabacabacababaca,b
bcacabacabacaca,b
bcabcabcabcabbac,b
babacabacabacbac,ab
cbacbacacbba,c
abcabcabacabacabacb,ab
bcabacababacabacba,bc
bcbacba,bc
acacbba,ac
bcbacababac,bc
bcabcabbacaca,bc
bbacabacac,abc
acacabacabab,ac
cabcabacabacacbbb,ac
bacbacbacbacab,ab
abcbacbac,a
bacabacabacababac,b
bcabcabacabacabacabacab,b
cbacbacbacbacabacabaca,c
cabcabcabcacabab,c
ccacba,ac
bcabbabacaba,bc
abcabcabacabacba,ab
abacabacabacabba,ab
abcabacababacb,a
bacbacbaccabaca,ab
bcabacababacabaca,bc
cabbacabacababacba,ac
bcabacababacab,bc
cbabacbba,c
accbbbb,a
acbaccabacabacb,ac
acbacabacacabacabacabaca,a
abbcab,a
cabcabcabcabcabcabcab,c
cababacac,c
cabacbacabaca,c
cababacbb,c
bacbbbac,b
bbacabacba,abc
cacabacbba,ac
cbacbacabacabacabacaba,c
acbacabacabacabacbba,a
abbacababac,a
cabcabacababacbb,ac
cabcabcabcabcabac,c
bcabacabacacabaca,bc
bbacabacabacaba,abc
cbabacabacba,c
cabacabacabbb,c
cbaccbacabacacb,c
bacabbabacab,b
bcabbacabacaba,b
cababacabacabac,c
bcabcabbacbba,bc
bcabcbacba,b
abacababacacb,ab
abbacacabac,a
bacbacababacb,ab
ccbcabac,bc
cbacabacabacabab,bc
bcabcabacabacacab,b
cbacbacabacac,c
cbacabacabacacaba,bc
bacabacbabac,b
abcabacbabac,a
acbacabacabacabacaba,a
bcababacabacba,bc
babacabacabaca,ab
acbacabacabacabacab,a
bacabacabacabacba,b
bacbbabacaba,b
babacacabacaba,ab
acacabacacabac,ac
cababacabb,c
acbacbabacb,a
bacabacabacabacabacab,b
bcabbaccab,b
acababacabacabacabacb,ac
baccabacababaca,ab
bacbacabacabacabacacaba,ab
ababacacb,ab
bacabbab,b
abcabcabbb,a
bacabacabacacaba,b
bcabbacabacabac,b
cbacacabacabacabaca,bc
bbbacabacabaca,b
abacabacabacabacabacb,ab
cbabacabacab,c
acbaccacb,a
cabcabacbba,ac
abcabacbacabacab,a
cabacababacacb,c
cabcabcac,ac
acabacabbb,ac
bcababacbbb,bc
cabacbbabac,c
accabacbacab,a
abacbbaba,ab
cbacbacacbac,c
bcabcababacabac,b
baccabacabacab,ab
baccabacabacabac,ab
abcababacabacabba,a
baccacabacabacabacb,b
bcabcbacb,b
acbacabacabacabacba,a
cabacbabacaba,c
bbacbab,abc
bacbabacabacaba,b
abcababacacb,a
abbbaba,ab
bcabcabcabcabacb,b
cabcabacacaba,ac
acbacabacabacabba,a
bacacabacabacababacabac,b
acabacbbabac,ac
acacababacab,ac
abacacbacab,ab
cbacacabacabacabac,bc
abcacbbb,ab
cbacabacabacaca,bc
abbacabacacaba,a
bcabcababacabacaba,b
baccabbaba,ab
bcabcabcabcabbacaba,bc
acbacbacabb,ac
abbacabca,a
accacabacabacabacab,ac
bcabcabcbb,bc
abcbacbab,a
cbaccaca,bc
bcabcababacb,b
bacabacabacbb,b
cabacacbacabac,c
bcabcabacabacabacba,b
cabcabcabacabab,c
abbacbab,a
cbc,bc
acbacacabacabacaba,a
bacabacbabacab,b
bacbacacbacabacab,ab
bacacabacabacb,b
cabcabcabacabacabacabac,c
ababacabacabacabaca,ab
abcabcabacababac,ab
cabacbaca,c
babacacaba,ab
cbacbacabb,c
cabacabacabacabacabacabacab,c
cabacbbabacaba,c
acabbabacba,ac
bacbacbacbacbacbacbacacabacaba,b
cbacbacababacabac,c
cbacbacabab,c
abacabbabacbba,ab
acbacababacabacababacaba,a
cacababa,ac
acabacabacabacabacabacab,ac
abcabacabacabacababa,a
abcabacabacababa,a
accabacacabac,a
bacbacbabacab,ab
bbacbac,ab
acbacacbacab,a
cabcabacabacabacba,ac
bacabacabacaca,b
ccabacacababa,abc
acabacababacb,ac
cbacabacababacab,bc
bcabacabacababa,bc
abacbacb,ab
acacbac,ac
bcabcabcabcabaca,b
bacabacabacabacabacabacb,b
cbaccabacacabac,c
cabbabacabac,c
ccbacbacab,abc
acbaccabacab,ac
ccabacabacabacaba,abc
ababacabacacab,ab
cbacbabacb,bc
cccabacabacaba,c
